pnode_id,pnode_name,pnode_type,pnode_subtype,zone,voltage_level,effective_date,termination_date
1,PJM-RTO,AGGREGATE,ZONE,,,9/8/2017 0:00,12/31/9999 0:00
3,MID-ATL/APS,AGGREGATE,ZONE,,,9/8/2017 0:00,12/31/9999 0:00
48592,ALDENE  230 KV  T-10,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48593,ALDENE  230 KV  T-20,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48594,ATHENIA 26 KV   AB GRP,BUS,LOAD,PSEG,26 KV,4/1/1998 0:00,12/31/9999 0:00
48595,ATHENIA 26 KV   OU GRP,BUS,LOAD,PSEG,26 KV,4/1/1998 0:00,12/31/9999 0:00
48596,ATHENIA 26 KV   IM GRP,BUS,LOAD,PSEG,26 KV,4/1/1998 0:00,12/31/9999 0:00
48603,BELLEVIL230 KV  26KV,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48604,BELLEVIL230 KV  26KV-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48605,BENNETTS230 KV  13KV,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48606,BENNETTS230 KV  13KV-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48612,BRIDGEWA230 KV  26KV,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48613,BRIDGEWA230 KV  26KV-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48614,BRIDGEWA230 KV  13KV,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48615,BRIDGEWA230 KV  13KV-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48621,CLIF PS 230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48622,CLIF PS 230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48643,FOUNDRY 138 KV  T-1,BUS,LOAD,PSEG,138 KV,4/1/1998 0:00,12/31/9999 0:00
48644,FOUNDRY 138 KV  T-2,BUS,LOAD,PSEG,138 KV,4/1/1998 0:00,12/31/9999 0:00
48645,GREENBRO230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48646,GREENBRO230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48647,HAWTHORN230 KV  T-20,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48648,HILLSDAL230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48649,HILLSDAL230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48652,HOBOKEN 230 KV  T-1AB,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48653,HOBOKEN 230 KV  T-2AB,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48660,KILMER  230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48661,KILMER  230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48662,KILMER  230 KV  T-3,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48663,KILMER  230 KV  T-4,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48665,KINGSLAN230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48676,LEONIA  230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48677,LEONIA  230 KV  T-3,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48681,LAKENELS230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48682,LAKENELS230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48687,MINUEST 230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48688,MINUEST 230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48707,NEWP PS 230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48708,NEWP PS 230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48715,PENHORN 230 KV  T-1,BUS,LOAD,PSEG,230 KV,3/10/2021 0:00,12/31/9999 0:00
48716,PENHORN 230 KV  T-2,BUS,LOAD,PSEG,230 KV,3/10/2021 0:00,12/31/9999 0:00
48717,PIERSOAV230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48718,PIERSOAV230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48725,SEWAREN 26 KV   26KV,BUS,LOAD,PSEG,26 KV,4/1/1998 0:00,12/31/9999 0:00
48727,SOMERVIL230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48728,SOMERVIL230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48744,WALDWICK230 KV  T-10,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48745,WALDWICK230 KV  T-20,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48747,WARINANC230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48748,WARINANC230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48751,BEAVERBR230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48752,BEAVERBR230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48765,CLARKSVI230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48766,CLARKSVI230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48773,DEPTFORD230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48774,DEPTFORD230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48784,KUSERRD 230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48785,KUSERRD 230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48786,KUSERRD 230 KV  T-3,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48787,KUSERRD 230 KV  T-4,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48792,LAWRESUB230 KV  T-10,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48793,LAWRESUB230 KV  T-30,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48794,LAWRESUB230 KV  T-20,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48795,LAWRESUB230 KV  T-40,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48800,LUMBERTO230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48801,LUMBERTO230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48802,MARLTON 230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48803,MARLTON 230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48804,MARLTON 230 KV  T-3,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48805,MARLTON 230 KV  T-4,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48806,MERCER  230 KV  #1 SP,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48807,MERCER  230 KV  #2 SP,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48808,MTLAUREL230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48809,MTLAUREL230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48813,THOROFAR230 KV  T-1,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48814,THOROFAR230 KV  T-2,BUS,LOAD,PSEG,230 KV,4/1/1998 0:00,12/31/9999 0:00
48819,ANGORA  13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48820,ANGORA  13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48821,BALA    13 KV   LD1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48822,BALA    13 KV   LD2,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48823,BARBADOS35 KV   ABU2,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48824,BARBADOS35 KV   ABU8,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48832,BRADFORD35 KV   KBUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48833,BRADFORD230 KV  CTVS1,BUS,LOAD,PECO,230 KV,6/24/1998 0:00,12/31/9999 0:00
48840,BUCKINGH35 KV   2 TR,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48841,BUCKINGH35 KV   3 TR,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48842,BUCKINGH35 KV   4 TR,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48843,BUCKINGH35 KV   5 TR,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48847,BYBERRY 13 KV   21BUS,BUS,LOAD,PECO,13 KV,6/24/1998 0:00,12/31/9999 0:00
48848,BYBERRY 13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48849,BYBERRY 13 KV   7BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48850,BYBERRY 13 KV   9BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48851,BYBERRY 35 KV   KBUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48852,CALLOWHI13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48853,CALLOWHI13 KV   4BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48854,CALLOWHI13 KV   7BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48855,CEDARBRO13 KV   NBU3,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48856,CEDARBRO13 KV   NBU1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48857,CEDARBRO13 KV   NBU2,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48858,CEDARBRO13 KV   NBU4,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48862,CHICHEST230 KV  DBU1,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
48863,CHICHEST230 KV  DBU2,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
48865,COCHRNVL230 KV  1TR,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
48867,CROMBY  35 KV   1BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48868,CROMBY  35 KV   3BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48870,CROMBY  35 KV   2BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48873,CROYDON 13 KV   LD1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48874,CROYDON 13 KV   LD2,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48880,DALESVIL230 KV  1TR,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
48881,DALESVIL230 KV  2TR,BUS,LOAD,PECO,230 KV,9/21/1999 0:00,12/31/9999 0:00
48884,EDDINGTO13 KV   6BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48885,EDDINGTO13 KV   4BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48886,EDDYSTON69 KV   IBUS,BUS,LOAD,PECO,69 KV,4/1/1998 0:00,12/31/9999 0:00
48894,EMILIE  13 KV   131BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48895,EMILIE  13 KV   132BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48896,EMILIE  35 KV   1BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48897,EMILIE  35 KV   2BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48898,FALLS   35 KV   BU1K,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48899,FALLS   35 KV   BU12,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48900,FLINT   13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48901,FLINT   13 KV   3BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48902,FOULK   13 KV   NBU1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48903,FOULK   13 KV   NBU2,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48904,FOXCHASE13 KV   NBU4,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48905,FOXCHASE13 KV   NBU6,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48907,GOSHEN  35 KV   BUS1,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48908,GOSHEN  35 KV   BUS2,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48912,GRAYFR_113 KV   AUX,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48913,HEATON  35 KV   K1BU,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48914,HEATON  35 KV   K2BU,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48920,ISLANDRD13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48921,ISLANDRD13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48922,ISLANDRD13 KV   3BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48923,ISLANDRD13 KV   4BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48924,ISLANDRD13 KV   7BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48925,ISLANDRD13 KV   8BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48926,JARRET  13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48927,JARRET  13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48928,JENKINTO13 KV   13BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48929,JENKINTO13 KV   12BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48930,JENKINTO13 KV   11BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48934,JENNERVL230 KV  1TR,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
48940,LINTON  35 KV   KBU2,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48941,LINTON  35 KV   KBU3,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48942,LLANERCH35 KV   1BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48943,LLANERCH35 KV   2BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48944,LLANERCH35 KV   3BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48947,LOMBARD 13 KV   NBU2,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48948,LOMBARD 13 KV   NBU3,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48949,LOMBARD 13 KV   NBU9,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48950,LOMBARD 13 KV   NB12,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48951,LOMBARD 13 KV   NBU1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48952,LOMBARD 13 KV   NB10,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48953,LOMBARD 13 KV   NB11,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48954,MARCUSHO13 KV   BS1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48955,MACDADE 13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48956,MACDADE 13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48957,MACDADE 13 KV   3BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48959,MIDD PE 13 KV   13-1LOAD,BUS,LOAD,PECO,13 KV,9/21/1999 0:00,12/31/9999 0:00
48960,MIDD PE 13 KV   13-2LOAD,BUS,LOAD,PECO,13 KV,9/21/1999 0:00,12/31/9999 0:00
48961,MIDD PE 35 KV   BUS1,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48966,MORTON  13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48968,NPHILADE13 KV   BUS1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48970,NESHAMIN138 KV  BU2F,BUS,LOAD,PECO,138 KV,4/1/1998 0:00,12/31/9999 0:00
48971,NESHAMIN138 KV  BU3F,BUS,LOAD,PECO,138 KV,4/1/1998 0:00,12/31/9999 0:00
48972,NEWLINVI35 KV   BUSK,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48973,NEWLINVI230 KV  BUSD,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
48974,NOTTINGH35 KV   BUSK,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48976,PACKER  69 KV   LD1,BUS,LOAD,PECO,69 KV,4/1/1998 0:00,12/31/9999 0:00
48977,PACKER  69 KV   LD2,BUS,LOAD,PECO,69 KV,4/1/1998 0:00,12/31/9999 0:00
48978,PARRISH 13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48979,PARRISH 13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48980,PARRISH 13 KV   3BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48981,PASSYUNK13 KV   3BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48982,PASSYUNK13 KV   6BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48984,PENCOYD 13 KV   1TR,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48985,PENCOYD 13 KV   2TR,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48986,PENCOYD 13 KV   3TR,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48987,PENCOYD 13 KV   4TR,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
48988,PENN    69 KV   1BUS,BUS,LOAD,PECO,69 KV,4/1/1998 0:00,12/31/9999 0:00
48990,PERKIOME35 KV   BU4K,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48991,PERKIOME35 KV   BU5K,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48992,PERKIOME35 KV   BU6K,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48993,PLANEBRO35 KV   1BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48994,PLANEBRO35 KV   2BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
48995,PLANEBRO35 KV   3BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49001,PULASKI 13 KV   LD 1TR,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49002,PULASKI 13 KV   LD 3TR,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49008,ROXBOROU13 KV   4BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49009,ROXBOROU13 KV   5BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49010,ROXBOROU13 KV   6BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49011,SAVILLE 138 KV  7BUS,BUS,LOAD,PECO,138 KV,4/1/1998 0:00,12/31/9999 0:00
49012,SAVILLE 138 KV  9BUS,BUS,LOAD,PECO,138 KV,4/1/1998 0:00,12/31/9999 0:00
49017,SCOTTPAP13 KV   NBUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49021,TABOR   13 KV   DBU1,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49022,TABOR   13 KV   DBU2,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49023,TABOR   13 KV   DBU3,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49024,TACONY  13 KV   NBUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49027,TREDYFFR13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49028,TREDYFFR13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49029,TREDYFFR35 KV   7BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49030,TRAINER 230 KV  1BUS,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
49031,TRAINER 230 KV  3BUS,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
49036,UPPERMER13 KV   13-1,BUS,LOAD,PECO,13 KV,6/24/1998 0:00,12/31/9999 0:00
49037,UPPERMER13 KV   13-2,BUS,LOAD,PECO,13 KV,6/24/1998 0:00,12/31/9999 0:00
49038,UPPERMER35 KV   3BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49039,UPPERMER35 KV   2BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49041,WANEETA 13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49042,WANEETA 13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49043,WANEETA 13 KV   3BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49044,WARMINST13 KV   1BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49045,WARMINST13 KV   2BUS,BUS,LOAD,PECO,13 KV,4/1/1998 0:00,12/31/9999 0:00
49046,WARRINGT35 KV   1BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49047,WARRINGT35 KV   3BUS,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49048,WOODBOUR35 KV   KBU6,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49049,WOODBOUR35 KV   KBU5,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49052,WHITEMAR230 KV  DBU4,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
49053,WHITEMAR230 KV  DBU6,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
49054,WOODLYN 35 KV   KBU1,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49055,WOODLYN 35 KV   KBU2,BUS,LOAD,PECO,35 KV,4/1/1998 0:00,12/31/9999 0:00
49060,WAYNEJCT230 KV  DBU2,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
49061,WAYNEJCT230 KV  DBU1,BUS,LOAD,PECO,230 KV,4/1/1998 0:00,12/31/9999 0:00
49064,BERKS   69 KV   BUS_1,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49065,BERKS   69 KV   BUS_3,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49066,BERWICK 69 KV   LOAD1,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49067,BLOOMING69 KV   BUS_1,BUS,LOAD,PPL,69 KV,3/13/2019 0:00,12/31/9999 0:00
49069,BRUNNERI230 KV  AUX10,BUS,LOAD,PPL,230 KV,4/1/1998 0:00,12/31/9999 0:00
49070,BRUNNERI230 KV  AUX30,BUS,LOAD,PPL,230 KV,4/1/1998 0:00,12/31/9999 0:00
49085,ELDRED  69 KV   CLEV,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49087,ELDRED  69 KV   PIGR,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49092,FACEROCK69 KV   KINZ14,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49093,FISHBACH69 KV   BUS1,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49094,FISHBACH69 KV   BUS2,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
49102,HOSENSAC69 KV   W_BUS,BUS,LOAD,PPL,69 KV,4/1/1998 0:00,12/31/9999 0:00
